500,1.620689655,0.068438109,6.266666667,52.30888889,55.34289907
500,3.5,0.05346181,9.188888889,55.72555556,77.42988357
500,5.5,0.072091045,12.82222222,55.43666667,79.99977423
500,11.12068966,0.08466222,22.25555556,55.69888889,87.34169231
500,14,0.070621729,26.2,56.26777778,91.25609698
500,25.5,0.132620158,45.5,58.30555556,91.03660782
500,47.5,0.280000954,82.62222222,62.22111111,90.00340835
500,68.38333333,0.524007729,119.9777778,66.36111111,87.40137414
500,88.5,0.879612442,158.7222222,71.05333333,84.25587031
500,108,1.332163193,198.5888889,75.64444444,81.1703365
500,127,1.971570258,241.8777778,80.44,77.38640028
500,146,2.841310888,289.8555556,85.34666667,73.15351315
500,164.8333333,4.10906718,345.5555556,90.49888889,67.9610702
500,184.5,6.115695617,414.7666667,96.50666667,61.38951856
500,199.5,8.120779419,479.7777778,100.8844444,56.21055914
500,206,8.417900121,505.1222222,101.4255556,56.62013006
1000,3,0.16250573,9.077777778,94.1,65.91435621
1000,5.5,0.16074727,15.87777778,91.54111111,78.192251
1000,8.086206897,0.16996596,21.64444444,90.30777778,83.30015256
1000,11.89655172,0.164330563,27.33333333,90.36777778,88.36677464
1000,14.5,0.171780363,30.74444444,91.17444444,89.85853472
1000,26,0.244696169,49.3,93.23,91.78604172
1000,48,0.395661897,85.23333333,98.84444444,92.75641253
1000,68.25862069,0.704082399,121.7111111,104.4344444,91.10670484
1000,88.13793103,1.082133755,159.5,110.6811111,89.59846501
1000,107.862069,1.578695718,199.6555556,117.1155556,87.84515061
1000,127,2.314017836,243.5888889,123.5422222,85.28524925
1000,145,3.30428042,290.8444444,129.6844444,82.22286739
1000,164,4.680239477,347.4,135.7444444,78.65558194
1000,183.5,6.893597092,417.4222222,142.6522222,73.61692165
1000,198.5,9.963062488,483.1111111,148.3633333,67.41462507
1000,201.7758621,10.56525189,503.5444444,149.5788889,66.52472491
2000,2.5,0.403016474,10.8,142.9866667,56.51476569
2000,6,0.426792464,27.64444444,133.9155556,74.66663696
2000,9.5,0.397229713,37.5,129.7077778,83.38295876
2000,12.5,0.462266862,41.78888889,129.6455556,85.01680119
2000,15,0.431988956,44.34444444,130.3166667,87.9352884
2000,26.5,0.53029955,59.46666667,134.4422222,91.30356991
2000,48.15517241,0.772717429,92.77777778,143.7611111,92.91629885
2000,68,1.148534119,127.4333333,153.2866667,92.57843419
2000,87.74137931,1.583102549,164.1222222,163.7655556,92.1158711
2000,106.5,2.250952053,203.5,172.9166667,90.88716283
2000,124.9827586,3.010215059,246.0555556,180.5266667,89.74484582
2000,143,4.156702893,294.3111111,187.6811111,87.86421569
2000,161,5.895725391,352.2333333,195.2133333,85.15360655
2000,180,8.602524281,423.2666667,204.9555556,81.37540824
2000,194.3448276,11.96123958,489.0666667,212.3311111,77.1004852
3000,5,0.626194214,33.35555556,167.2,71.5224804
3000,8.1,0.676059427,46.84444444,158.8533333,79.04344681
3000,10.89655172,0.647721287,54.04444444,155.1388889,84.12622445
3000,14.5,0.625533671,57.15555556,155.9455556,87.95923702
3000,16.5,0.777215699,59.32222222,156.8022222,86.99174163
3000,28.5,0.803991993,72,162.3133333,91.78783073
3000,50.13793103,1.123980897,101.3222222,174.8488889,93.37040286
3000,70.5,1.489451085,133.3666667,187.89,93.73576998
3000,90,2.10984384,168.4555556,200.7855556,93.0998038
3000,109.2931034,2.833781958,206.8666667,212.6144444,92.42644058
3000,128,3.774617609,249.2111111,223.3344444,91.47384757
3000,146.1206897,5.225653981,297.9777778,233.5955556,89.83540833
3000,164.7586207,7.106728787,355.9333333,243.5477778,87.97077201
3000,181.7931034,9.803454113,420.1,252.85,85.35224159
3000,187.7857143,11.43058367,446.8333333,256.2477778,83.70556416
4000,4,0.927589008,22.91111111,196.1755556,64.37489397
4000,5,0.908799309,32.55555556,188.0277778,69.75011406
4000,7.5,0.821877824,55.65555556,167.6033333,79.28309852
4000,10,0.924789984,68.41111111,157.3677778,81.93669959
4000,13.5,0.921699045,71.25555556,159.0233333,86.00312906
4000,15.5,0.920366045,72.87777778,160.29,87.60007632
4000,26.5,1.097660475,83.83333333,169.3977778,91.00633172
4000,47.12068966,1.52162646,110.5666667,189.5666667,92.84672839
4000,66.73214286,2.02515386,140.7777778,209.7544444,93.24758559
4000,103.5,3.688646823,211.6444444,243.2644444,92.15868503
4000,121.3833333,4.816527349,254,257.8811111,91.34158206
4000,137,6.285014314,298.9777778,269.4488889,90.11356599
4000,161.5,9.999901353,386.5888889,288.0122222,87.04251475
4000,166.5,11.43840261,408.9666667,292.2866667,85.74757197
4000,170,13.16517731,429.0666667,295.9977778,84.09806628
4000,173.5172414,13.08616014,435.5555556,297.02,84.58955791
5000,5.896551724,1.319241607,33.51111111,222.4488889,70.07849456
5000,8.266666667,1.319750154,64.05555556,193.4966667,76.67158788
5000,11.51724138,1.361958563,80.9,178.0988889,81.6202438
5000,17.25862069,1.388957626,85.13333333,181.2955556,86.71487731
5000,22.88333333,1.48679799,89.88888889,185.1255556,88.99248479
5000,50.10344828,2.057587279,119.8333333,211.5711111,92.75318372
5000,59.87931034,2.257364111,133.2888889,222.1744444,93.27671381
5000,70.4137931,2.697671014,148.3444444,233.4277778,93.20867327
5000,79.62068966,3.050343609,163.4,243.4444444,93.17527697
5000,90.12068966,3.437173178,180.3,252.9944444,93.23876712
5000,109.7413793,4.589343084,220.4333333,269.5722222,92.63379327
5000,127.2241379,6.05335332,267.2111111,281.83,91.70085193
5000,144.5357143,7.76062287,315.9777778,296.0455556,90.72615924
5000,155.6166667,9.169670065,349.5333333,306.7066667,89.89220971
5000,158,9.868845572,359.7111111,310.0388889,89.3272474
5000,159.6724138,10.12358038,365.7777778,311.6055556,89.15978419
6000,5,1.580921574,27.03333333,248.6133333,66.52736998
6000,10,1.507877745,74.64444444,199.3955556,80.64240807
6000,13,1.535617778,92.11111111,181.2633333,84.16850318
6000,18,1.756275198,95.88888889,185.2966667,86.55269693
6000,29.5,1.855508838,105.2777778,197.96,90.8948481
6000,51,2.429214048,128.3,227.6055556,92.9473767
6000,60.73333333,2.757224206,141.3333333,240.3244444,93.25432381
6000,70.87931034,3.179984461,155.9555556,253.2788889,93.32682598
6000,80.5,3.635336488,170.5888889,265.3155556,93.28375784
6000,90,4.304318055,189.9666667,274.5855556,92.91264707
6000,99.5,4.996467052,217.8333333,280.0866667,92.57959892
6000,109.0344828,6.074812357,245.9555556,288.9611111,91.82695125
6000,128.2758621,8.029764993,300.9444444,312.1466667,90.93805207
6000,133,8.786832547,315.5777778,319.0911111,90.46778222
7000,7.172413793,2.049294552,50.61111111,248.5711111,71.97342498
7000,11.74137931,1.875121108,87.2,206.88,82.14589932
7000,14.87931034,1.922348548,102.8,190.0655556,85.05403224
7000,20.11666667,2.145469039,106.4555556,195.4055556,87.32746167
7000,31,2.459233693,114.5444444,210.8077778,90.25609359
7000,42.5,2.701422839,126.3111111,227.3355556,92.03873612
7000,53,2.919435111,137.4777778,243.4711111,93.02609504
7000,63.12068966,3.415763158,149.3555556,259.2611111,93.13837416
7000,73,4.005458554,163.6777778,272.8055556,93.04750443
7000,83.27586207,4.45381548,183.3444444,283.15,93.20936524
7000,93.64285714,5.692184588,222.8777778,288.5366667,92.35046112
7000,104.5,6.616115336,245.7888889,302.4655556,92.05079093
7000,108.8965517,7.129120154,258.8777778,309.6955556,91.77072227
7000,113,7.899101356,274.2222222,316.5333333,91.2741474
7000,117,8.276760107,286.4777778,320.1722222,91.18958576
8000,8.5,2.241728284,102.6444444,189.2677778,76.06864621
8000,9.5,2.367058766,104.2444444,188.3722222,77.08738485
8000,12,2.278706737,108.5666667,185.4311111,81.53063597
8000,20,2.628165816,115.5888889,193.9411111,86.44613798
8000,30.5,2.945676668,123.1777778,213.92,89.66538186
8000,41.87931034,3.212942485,133.9111111,235.3555556,91.61068863
8000,52,3.778444269,144.8777778,254.5166667,92.01721786
8000,62.5,4.101145945,157.4666667,272.3511111,92.73233633
8000,72.5,4.685870489,176.4555556,285.03,92.8309586
8000,82,6.472197327,225.7444444,292.6466667,91.3762739
8000,94.77586207,8.414972145,266.7111111,318.4844444,90.39164336
8000,96.96551724,7.943329256,259.7444444,319.73,91.09026298
9000,12.5,3.070600512,113.1333333,193.3655556,79.36619434
9000,18.5,2.960295025,119.1777778,198.0588889,85.51801762
9000,24.5,3.169794985,123.5222222,209.6955556,87.95144555
9000,29.72413793,3.444024264,127.4666667,221.3688889,89.06795959
9000,35,3.579843965,131.6666667,232.9533333,90.22197271
9000,40.84482759,3.602172945,136.4222222,245.4077778,91.45182409
9000,45.81034483,3.853200936,141.1777778,255.9733333,91.8119353
9000,50.5,4.250974995,146.1444444,265.99,91.80226776
9000,76.34482759,6.257274884,200.5555556,303.82,91.98564692
9000,83.5,7.468456109,225.9555556,318.5822222,91.30241456
9000,84.75,8.000752996,234.0777778,320.3544444,90.85080879
10000,13.5,3.792401305,126.8555556,178.4644444,78.86664239
10000,14.5,3.762954069,126.3111111,182.02,80.14772048
10000,19,4.114741395,127.1333333,197.6944444,82.86427765
10000,24.5,4.118819677,130.6444444,212.2688889,86.16398335
10000,35,4.690780067,139.3222222,241.0444444,88.64544021
10000,46.12068966,5.093599651,148.8555556,269.07,90.44885148
10000,56.37931034,5.554707722,160.0888889,290.8966667,91.38716237
10000,61,5.966119712,168.5,299.2344444,91.44094984
