0,0,3.814522,15.25809,34.3307,61.03235,95.36305,137.3228,186.9116,244.1294,308.9763,381.4522,461.5572,549.2912,644.6542,747.6463,858.2675,976.5176,1102.397,1235.905,1377.042,1525.809,1682.204,1846.229,2017.882,2197.165,2384.076,2578.617,2780.787,2990.585,3208.013,3433.07,3665.756,3906.071,4159.006,4411.941,4664.876,4917.812,5170.747,5423.682,5676.618,5929.553,6182.488,6435.424,6688.359,6941.294,7194.229,7447.165,7700.1,7953.035,8205.971,8458.906,8711.841,8964.776,9217.712,9470.647,9723.582,9976.518,10229.45,10482.39,10735.32,10988.26,11241.19,11494.13,11747.06,12000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05181733,0,0.05331356,0.0583784,0.05864949,0.05793178,0.05680226,0.05542054,0.05386459,0.052181,0.05040326,0.04856384,0.04668405,0.04479004,0.04290172,0.04102813,0.03919308,0.003013253,0.01847364,0.03397099,0.03235026,0.000786632,0.000890409,0.001234711,0.004434433,0.02119246,0.004138842,0.001196653,0.001274999,0.001579617,0.002235726,0.00411629,0.001275543,0.00132174,0.001385775,0.00143385,0.001608202,0.001896834,0.002036024,0.002214224,0.002509249,0.002685916,0.005556589,0.005376615,0.006452836,0.0137171,0.01029962,0.01002666,0.01228122,0.00964945,0.009514421,0.01217546,0.01281198,0.01266576,0.009326259,0.01005908,0.01104885,0.008997863,0.008919039,0.01141454,0.01147721,0.01141268,0.01123787,0.01051374,0.009301577,0.009460683
0.2072693,0,0.000124615,0.1945204,0.1966539,0.1951203,0.1921218,0.1882716,0.1838217,0.1789353,0.1737133,0.1682381,0.1625867,0.1568232,0.1510061,0.145186,0.1394069,0.1337061,0.1281144,0.1226537,0.1173512,0.1122183,0.1072616,0.1024957,0.09792141,0.09353946,0.08935146,0.08535135,0.08154282,0.07791368,0.07446085,0.07117772,0.06805679,0.06509155,0.06221982,0.05957453,0.05712953,0.05485907,0.05274883,0.05077796,0.04893381,0.04720297,0.04557465,0.04403735,0.04258367,0.0412044,0.04027537,0.05207615,0.05162573,0.0512801,0.05065617,0.05003045,0.04942695,0.04882141,0.04821907,0.04762752,0.04704001,0.04632848,0.04586169,0.04530048,0.04472777,0.04388965,0.04360012,0.04304461,0.04248579,0.04190268
0.466356,0,8.99E-05,0.3410919,0.3479418,0.3471892,0.3435896,0.3384242,0.3322127,0.3251983,0.317572,0.309446,0.3009348,0.2921341,0.2831281,0.2739886,0.2647994,0.2556073,0.2464741,0.2374477,0.2285636,0.2198612,0.2113638,0.2030948,0.1950714,0.1873064,0.179808,0.172579,0.1656264,0.1589448,0.1525333,0.1463856,0.1404976,0.1348625,0.1293654,0.1242663,0.1195218,0.1150961,0.1109555,0.1070717,0.103419,0.09997597,0.09672197,0.09363964,0.09071175,0.08792559,0.08529596,0.110917,0.1096625,0.1084081,0.107169,0.1059373,0.1047088,0.1034945,0.1023068,0.1011871,0.09993263,0.0987666,0.09760206,0.09643922,0.09528433,0.09414707,0.09300964,0.09187595,0.09074628,0.08961823
0.8290773,0,0.384337,0.4604566,0.4748544,0.4767137,0.4741019,0.4692037,0.4628407,0.4554012,0.4470985,0.4381024,0.428535,0.4184994,0.4080795,0.3973743,0.3864576,0.3753996,0.364266,0.3531191,0.3420157,0.3309949,0.3201053,0.3093807,0.2988563,0.2885519,0.2784904,0.2686922,0.2591669,0.2499227,0.2409661,0.2323008,0.2239258,0.2158418,0.2078902,0.2004563,0.1934883,0.186943,0.1807797,0.1749635,0.1694636,0.1642489,0.1592959,0.1545813,0.1500839,0.1457832,0.1417222,0.1388584,0.1795766,0.1777004,0.1758197,0.1738953,0.1720757,0.1702599,0.1684143,0.1666052,0.1648009,0.162992,0.1612163,0.1594382,0.1576644,0.1558897,0.1541305,0.1523724,0.1506209,0.1488666
1.295433,0,0.4344379,0.54513,0.5692649,0.5750733,0.5745476,0.5709571,0.5655192,0.5587701,0.5510042,0.5423994,0.5331057,0.523212,0.5128158,0.5019965,0.4908307,0.4793875,0.4677334,0.45593,0.4440357,0.4321004,0.4201748,0.4083496,0.3965115,0.3848509,0.3733479,0.3620261,0.3509102,0.3400169,0.3293618,0.3189566,0.3088121,0.2989321,0.2891338,0.2798961,0.2711713,0.2629157,0.2550893,0.2476549,0.2405809,0.2338368,0.227395,0.2212297,0.2153182,0.2096383,0.2043389,0.2112551,0.2547954,0.2523561,0.2498564,0.2474968,0.2450951,0.2426902,0.2403212,0.2379137,0.2355819,0.2332241,0.2308724,0.2285279,0.2262489,0.2238478,0.221498,0.2191705,0.2168424,0.2144942
1.865424,0,0.454388,0.60007,0.6354923,0.6461475,0.6483256,0.64658,0.6426029,0.6370664,0.6304039,0.6228245,0.6144692,0.6054469,0.5958502,0.5857481,0.5752071,0.5643024,0.5530822,0.5416045,0.5299206,0.518089,0.5061432,0.4941398,0.4821123,0.4700973,0.4581367,0.4462541,0.4344794,0.4228403,0.4113547,0.4000421,0.3889192,0.3779968,0.3670772,0.3567018,0.3468283,0.3374204,0.3284403,0.3198552,0.3117007,0.303757,0.2961866,0.2889035,0.2818841,0.2751068,0.268883,0.3326868,0.329807,0.3269632,0.3240058,0.3213002,0.3184678,0.3156585,0.3129131,0.3100528,0.3072364,0.3044516,0.3016691,0.2988787,0.2960785,0.2932874,0.2904802,0.2877487,0.284869,0.2820558
2.539049,0,0.4536555,0.6324611,0.6802232,0.6963339,0.7015883,0.7019443,0.6995956,0.6954964,0.690139,0.6837899,0.6766201,0.6687485,0.6602634,0.6512298,0.6417184,0.6317807,0.6214978,0.6108329,0.5999124,0.5887605,0.5774153,0.5659165,0.5542996,0.5426071,0.5308664,0.5191121,0.507374,0.4956773,0.4840469,0.4725047,0.4610669,0.4497543,0.4383598,0.4274547,0.4170076,0.4069856,0.3973588,0.3881027,0.3791889,0.3705928,0.3622939,0.3542662,0.3464903,0.3389466,0.4072397,0.4041762,0.4010126,0.3978391,0.3948138,0.3917217,0.3886332,0.3855445,0.3824606,0.3793497,0.3762848,0.3731881,0.3701002,0.3669976,0.3638872,0.3607307,0.3576444,0.3544987,0.3513394,0.348164
3.316309,0,0.4399477,0.6484606,0.7091553,0.7312232,0.7397938,0.7423746,0.7417363,0.739097,0.7350604,0.7299664,0.7240114,0.717331,0.7100162,0.7021413,0.6937689,0.6849415,0.6757085,0.6661125,0.6562209,0.6459881,0.6355338,0.6248648,0.6140154,0.6030145,0.5918985,0.5806919,0.5694233,0.5581186,0.5468054,0.5355001,0.5242266,0.5130004,0.5016212,0.4906597,0.4800934,0.4698968,0.460048,0.4505238,0.4413047,0.4323704,0.4236988,0.4152717,0.4070706,0.3992579,0.4727819,0.469556,0.4663395,0.4631231,0.4599066,0.4565837,0.4535056,0.4502346,0.4469904,0.443762,0.4405174,0.4373083,0.4339921,0.430706,0.4274097,0.4241052,0.4207719,0.4174229,0.4140461,0.410645
